Rank	NCT Number	Title	Acronym	Status	Study Results	Conditions	Interventions	Outcome Measures	Sponsor/Collaborators	Gender	Age	Phases	Enrollment	Funded Bys	Study Type	Study Designs	Other IDs	Start Date	Primary Completion Date	Completion Date	First Posted	Results First Posted	Last Update Posted	Locations	Study Documents	URL
775	NCT03880383	BRIGHT Coaching Program for Families		Active, not recruiting	No Results Available	Mental Health Wellness 1|Parent-Child Relations|Child Developmental Delay|Parenting|Parent-child Problem|Child Development Disorder|Autism Spectrum Disorder	Behavioral: Coaching|Behavioral: Online parent education|Behavioral: Online peer support	Family Empowerment Scale (FES) - change is being assessed.|Parent Sense of Competency (PSOC) Scale - change is being assessed.|36-Item Short Form Survey (SF-36) - change is being assessed.|Parenting Stress Index - 36 (PSI-36) - change is being assessed.|Measure of Process of Care - 20 (MPOC - 20) - change is being assessed.|Resource Utilization Questionnaire - Preschoolers (RUQ-P) - change is being assessed.	McGill University Health Centre/Research Institute of the McGill University Health Centre|Canadian Institutes of Health Research (CIHR)|University of Alberta	All	18 Months to 54 Months   (Child)	Not Applicable	350	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Health Services Research	2017-3159	August 23, 2018	September 2022	March 2023	March 19, 2019		August 24, 2022	Child Health BC, BC Children's Hospital, UBC, Vancouver, British Columbia, Canada|Specialized Services for Children and Youth (SSCY) Centre, Winnipeg, Manitoba, Canada|Izaak Walton Killam (IWK) Health Centre, Halifax, Nova Scotia, Canada|Research Institute of McGill University Health Centre, Montreal Children's Hospital, Montréal, Quebec, Canada	"Study Protocol", https://ClinicalTrials.gov/ProvidedDocs/83/NCT03880383/Prot_000.pdf	https://ClinicalTrials.gov/show/NCT03880383
776	NCT01379443	Rehabilitation of Children With Multiple Disabilities		Completed	No Results Available	Cerebral Palsy|Autism|Down's Syndrome|Brain Injury	Other: CTN model of care for children and their families	Parental reports in the Quality of Life of Children and Youth|Integration of teams amongst service providers. Integration was measured at two levels using the Integration of Human Services Measure.	Children's Treatment Network|McMaster University	All	1 Minute to 19 Years   (Child, Adult)	Phase 1	445	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Investigator, Outcomes Assessor)|Primary Purpose: Health Services Research	2008H00766	April 2007	December 2009	December 2009	June 23, 2011		June 23, 2011	McMaster University, Hamilton, Ontario, Canada		https://ClinicalTrials.gov/show/NCT01379443
777	NCT03852550	READYorNot[TM] Brain-Based Disabilities Trial		Active, not recruiting	No Results Available	Autism Spectrum Disorder|Cerebral Palsy|Epilepsy|Fetal Alcohol Spectrum Disorders|Spina Bifida	Other: e-health application	Transition Readiness Assessment Questionnaire (TRAQ) Change|Canadian Occupational Performance Measure (COPM) Change|TRANSITION-Q Change|Pediatric Quality of Life Instrument (PedsQL[TM]) Change|Measure of Process of Care (MPOC) Change|Health Utilities Index® (Hui2/3) Proxy-Assessed Change|Resource Use Questionnaire (RUQ) Change|System Usability Scale (SUS)	McMaster University|Canadian Institutes of Health Research (CIHR)|McGill University Health Centre/Research Institute of the McGill University Health Centre|The Montreal Children's Hospital Foundation|McMaster Children's Hospital Foundation|Hamilton Health Sciences Corporation|New Brunswick Health Research Foundation|The Hospital for Sick Children|Harvard Medical School (HMS and HSDM)|Oregon Health and Science University	All	15 Years to 17 Years   (Child)	Not Applicable	46	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Health Services Research	1666	June 22, 2020	July 31, 2022	December 2022	February 25, 2019		March 17, 2022	Alberta Health Services and The Governors of the University of Alberta, Edmonton, Alberta, Canada|Horizon Health Network, Saint John, New Brunswick, Canada|Izaak Walton Killam Health Centre (IWK), Halifax, Nova Scotia, Canada|McMaster Children's Hospital, Hamilton Health Sciences, Hamilton, Ontario, Canada|Lawson Health Research Institute, London, Ontario, Canada|Children's Hospital of Eastern Ontario Research Institute Inc., Ottawa, Ontario, Canada|Holland Bloorview Kids Rehabilitation Hospital, Toronto, Ontario, Canada		https://ClinicalTrials.gov/show/NCT03852550
778	NCT05584059	iACT Programme for Parents of Children With Special Healthcare Needs - Phase I		Not yet recruiting	No Results Available	Neurodevelopmental Disorders|Attention Deficit Hyperactivity Disorder|Autism Spectrum Disorder|Development Delay|Chronic Disease	Behavioral: Focused Acceptance and Commitment Therapy	Parental depressive symptoms|Parental anxiety symptoms|Parental Stress|Parental Psychological Flexibility	Chinese University of Hong Kong|Hong Kong Association of Youth Department|Hong Kong Christian Service|Hong Kong Federation of Youth Groups|Hong Kong School Nurse Association|Hong Kong Young Women's Christian Association|Yang Memorial Methodist Social Service	All	21 Years and older   (Adult, Older Adult)	Not Applicable	150	Other	Interventional	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	ITB/FBL/6033/21/P	October 17, 2022	June 9, 2023	May 31, 2024	October 18, 2022		October 18, 2022			https://ClinicalTrials.gov/show/NCT05584059
779	NCT03217110	Cerebellar Stimulation and Cognitive Control		Recruiting	No Results Available	Schizophrenia|Autism Spectrum Disorder|Bipolar Disorder|Depression|Parkinson Disease	Device: Repetitive Transcranial Magnetic Stimulation (rTMS)|Device: Sham Repetitive Transcranial Magnetic Stimulation (rTMS)	Change in disease-specific symptom rating scale, one scale identified for each group (MADRS for bipolar group; PANSS for schizophrenia group; UPDRS in Parkinson's patient group).|Change in brain rhythms|Change in cognitive function|Changes in functional MRI|Change in NIH Toolbox emotion battery|Change in motor function|Schizophrenia group: Change in Calgary depression scale.|Bipolar group: Change in Young Mania Rating Scale.|Bipolar group: Change in Columbia Suicide Severity Rating Scale.|Change in PHQ9 score.|Change in CGI.|Change in cognitive function.|Changes in structural MRI.|Changes in MRI-based timing task.|Changes in DTI.|Changes in T1 rho MRI signal.	Krystal Parker, PhD|University of Iowa	All	18 Years to 90 Years   (Adult, Older Adult)	Not Applicable	200	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Basic Science	201610712	November 30, 2017	August 1, 2023	August 1, 2023	July 13, 2017		April 15, 2022	University of Iowa, Iowa City, Iowa, United States		https://ClinicalTrials.gov/show/NCT03217110
780	NCT00391261	An Open-label Trial of Metformin for Weight Control of Pediatric Patients on Antipsychotic Medications.		Completed	No Results Available	Schizophrenia|Schizoaffective Disorder|Schizophreniform Disorder|Bipolar Disorder|Autism Spectrum Disorders	Drug: Metformin	BMI|MOSES	Cambridge Health Alliance|American Psychiatric Association	All	10 Years to 18 Years   (Child, Adult)	Phase 4	11	Other	Interventional	Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	CHA-IRB-0143/12/05	July 2006	October 2007	October 2007	October 23, 2006		March 25, 2010	Cambridge Health Alliance, Medford, Massachusetts, United States		https://ClinicalTrials.gov/show/NCT00391261
781	NCT00318162	Trial of Low-Dose Naltrexone for Children With Pervasive Developmental Disorder (PDD)		Unknown status	No Results Available	Pervasive Developmental Disorder	Drug: low dose naltrexone	play observation|Autism Behavior Checklist (ABC) questionnaire	Hadassah Medical Organization|Jerusalem Institute for Child Development	All	3 Years to 6 Years   (Child)	Phase 1|Phase 2	50	Other	Interventional	Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Double|Primary Purpose: Treatment	PDDLDN-HMO-CTIL				April 26, 2006		May 3, 2006	Jerusalem Institute for Child Development, Jerusalem, Israel		https://ClinicalTrials.gov/show/NCT00318162
782	NCT02766101	Manville Moves: an Exercise Intervention for Behavioral Regulation Among Children With Behavioral Health Challenges	MM	Completed	No Results Available	Autistic Disorder|Attention Deficit and Disruptive Behavior Disorders|Anxiety Disorders|Mood Disorders|Conduct Disorder|Oppositional Defiant Disorder	Behavioral: Aerobic Exergaming PE Curriculum|Behavioral: Standard PE	Change in Minutes and Number of Disciplinary Time Out of Class Events (classroom functioning)|Change in Conners Abbreviated Teacher Rating Scale score (behavioral dysregulation: impulsivity/emotional lability)	Harvard School of Public Health (HSPH)|Judge Baker Children's Center	All	7 Years to 18 Years   (Child, Adult)	Not Applicable	103	Other	Interventional	Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	IRB14-2312	October 2014	April 2015	April 2015	May 9, 2016		May 9, 2016	Judge Baker Children's Center, Manville School, Boston, Massachusetts, United States		https://ClinicalTrials.gov/show/NCT02766101
783	NCT04158960	Motor Skill Proficiency After Equine-assisted Activities and Brain-building Tasks		Completed	No Results Available	Motor Delay|Motor Skills Disorders|Autism Spectrum Disorder|Attention Deficit Hyper Activity|Intellectual Disability|Sensory Disorders	Behavioral: Equine-assisted activities|Behavioral: GaitWay program	Fine motor precision|Fine motor integration|Manual dexterity|Bilateral coordination|Balance|Running speed and agility|Upper-limb coordination|Strength|Overall Motor Skill Scores|Caregiver reports	Texas Woman's University	All	5 Years to 18 Years   (Child, Adult)	Not Applicable	25	Other	Interventional	Allocation: Non-Randomized|Intervention Model: Crossover Assignment|Masking: Single (Care Provider)|Primary Purpose: Treatment	17959	February 1, 2015	May 31, 2018	May 31, 2018	November 12, 2019		November 12, 2019			https://ClinicalTrials.gov/show/NCT04158960
784	NCT01919970	Exposure-Focused Family-Based CBT for Youth With ASD and Comorbid Anxiety		Completed	Has Results	Autism|Asperger's Syndrome|Pervasive Developmental Disorder Not Otherwise Specified|Generalized Anxiety Disorder|Social Phobia|Separation Anxiety Disorder|Obsessive-compulsive Disorder|Specific Phobia	Other: Cognitive Behavioral Therapy|Other: Treatment as usual	Pediatric Anxiety Rating Scale|Clinical Global Impression - Severity Scale	University of South Florida	All	6 Years to 12 Years   (Child)	Not Applicable	32	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	ASD-FET 2013	August 2013	August 2016	August 2017	August 9, 2013	June 14, 2019	June 14, 2019	Rothman Center for Neuropsychiatry, Saint Petersburg, Florida, United States		https://ClinicalTrials.gov/show/NCT01919970
785	NCT00147394	Risperidone Pharmacokinetics in Children With Pervasive Developmental Disorder (PDD)		Completed	No Results Available	Child Development Disorders, Pervasive	Drug: Risperidone	Quantify the variability of clearance and volume of distribution among AE rating, weight gain and ABC responder status.|Exploratory analysis will be performed to examine the relationship of other factors to risperidone and metabolite concentrations for PK/PD assessment.	Children's Hospital Medical Center, Cincinnati	All	5 Years to 16 Years   (Child)	Phase 1	100	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	PPRU 10544	December 2001		June 2004	September 7, 2005		October 29, 2012	Children's Hospital of Michigan/Wayne State University, Detroit, Michigan, United States|Duke University Medical Center, Durham, North Carolina, United States|Cincinnati Children's Hospital, Cincinnati, Ohio, United States|Rainbow Babies and Children's Hospital, Cleveland, Ohio, United States|The Ohio State University Medical Center, Columbus, Ohio, United States		https://ClinicalTrials.gov/show/NCT00147394
786	NCT04255472	Effectiveness of the WHO Caregivers Skills Training Program		Unknown status	No Results Available	Autism Spectrum Disorder|Development Delay|Developmental Disorder|Language Delay|Behavioral Problem|Emotional Problem|Maternal Distress	Behavioral: WHO Caregiver skills training (CST) program|Behavioral: Treatment as usual	Play-based caregiver-child interaction|Adaptive functioning behaviors|Child emotional and behavioral problems|Parental health related quality of life|Health services utilization|Communication and Symbolic Behavior	Human Development Research Foundation, Pakistan|World Health Organization|University of Liverpool|WHO Collaborating Center for mental health research, Institute of Psychiatry, Rawalpindi, Pakistan	All	2 Years to 9 Years   (Child)	Not Applicable	160	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Investigator, Outcomes Assessor)|Primary Purpose: Treatment	WHO CST-RCT	February 11, 2020	December 31, 2020	January 31, 2021	February 5, 2020		February 25, 2020	Human Development Research Foundation, Islamabad, Pakistan		https://ClinicalTrials.gov/show/NCT04255472
787	NCT05284435	Internet-Based, Parent-Led Cognitive-Behavioral Therapy for Anxiety in Youth With ASD		Recruiting	No Results Available	Cognitive Behavioral Therapy|Autism Spectrum Disorder|Anxiety Disorder|Obsessive-Compulsive Disorder|Social Anxiety Disorder|Generalized Anxiety Disorder|Specific Phobia	Behavioral: Cognitive Behavioral Therapy-Email (iCBT-E)|Behavioral: Cognitive Behavioral Therapy-Email and Videoconferencing (iCBT-EV)	5-item Pediatric Anxiety Rating Scale - Autism Spectrum Disorder|Clinical Global Impression-Improvement|Revised Child Anxiety and Depression Scale- Parent-Report- Anxiety Subscale|Revised Child Anxiety and Depression Scale- Self-Report- Anxiety Subscale|Social Responsiveness Scale, Second Edition|Sheehan Disability Scale	Baylor College of Medicine	All	7 Years to 15 Years   (Child)	Not Applicable	256	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	H-51359	March 28, 2022	May 2023	September 2023	March 17, 2022		September 15, 2022	Baylor College of Medicine, Houston, Texas, United States		https://ClinicalTrials.gov/show/NCT05284435
